Anisotropy	Interaction coefficient	L/L0	Weight norm L/L0	Collisions	Backscattered	Front	Undeflected	Mass	Photons absorbed	TIR	Avg max z coordinate	Iterations
0.8	1e-05	1.000962418387206	1.000962418387206	1.08e-05	1e-07	0.9999984	0.9999892	0.9999991	0.0	0.0004858	0.9999999	1.000000e+07
0.8	2e-05	1.0019116117820754	1.0019086271062316	2.2e-05	2e-07	0.9999968	0.9999781	0.9999983949999999	0.0	0.0007781	0.9999998	1.000000e+07
0.8	3.0000000000000004e-05	1.0031453653541318	1.0031453653541318	3.1e-05	4e-07	0.9999945	0.999969	0.9999971	0.0	0.0011651	0.9999996	1.000000e+07
0.8	4e-05	1.003630144368916	1.003630144368916	3.53e-05	3e-07	0.999994	0.9999647	0.9999968	0.0	0.0015639	0.9999997	1.000000e+07
0.8	5e-05	1.0044082644048289	1.0044081575932466	4.77e-05	3e-07	0.9999928	0.9999524	0.9999964949999999	0.0	0.0017626	0.9999997	1.000000e+07
0.8	6e-05	1.0054278910257164	1.005420128365848	6.05e-05	8e-07	0.9999907	0.99994	0.9999953752500002	0.0	0.0023284	0.9999992	1.000000e+07
0.8	7.000000000000001e-05	1.006914427948642	1.0069087168613386	7.46e-05	8e-07	0.9999882	0.9999259	0.9999932	0.0	0.0026306	0.9999993	1.000000e+07
0.8	8e-05	1.0082618293688141	1.0082479630285206	8.51e-05	1e-06	0.9999859	0.9999157	0.99999159	0.0	0.003337	0.999999	1.000000e+07
0.8	9e-05	1.0085024394894324	1.00849227012229	9.11e-05	1e-06	0.9999854	0.9999097	0.9999928700000001	0.0	0.0033243	0.999999	1.000000e+07
0.8	0.0001	1.0083859799828987	1.0083767085195543	9.9e-05	1e-06	0.999987	0.999903	0.9999909499999999	0.0	0.003832	0.999999	1.000000e+06
0.8	0.0001	1.0103370921962458	1.010298736657624	0.000102	2e-06	0.999983	0.999899	0.9999909499999999	0.0	0.003768	0.999998	1.000000e+06
0.8	0.0002	1.0197708454070928	1.0197505012300903	0.000199	3e-06	0.999966	0.999803	0.99998	0.0	0.007703	0.999998	1.000000e+06
0.8	0.00030000000000000003	1.0265974624306784	1.0264606479196774	0.000319	4e-06	0.999953	0.999691	0.9999769	0.0	0.010296	0.999997	1.000000e+06
0.8	0.0004	1.03528516551913	1.0351145559589952	0.000429	7e-06	0.999938	0.999584	0.9999588	0.0	0.01464	0.999995	1.000000e+06
0.8	0.0005	1.0401989674141694	1.0399499469581983	0.000502	1e-06	0.999934	0.99952	0.9999634024999998	0.0	0.014603	0.999999	1.000000e+06
0.8	0.0006000000000000001	1.0692297712476448	1.0684813670268865	0.0007	1.1e-05	0.999883	0.999349	0.9999298574999996	0.0	0.026925	0.999992	1.000000e+06
0.8	0.0007000000000000001	1.066180402869647	1.0653080449811492	0.000717	1.5e-05	0.999888	0.999336	0.9999357623749997	0.0	0.024899	0.999991	1.000000e+06
0.8	0.0008000000000000001	1.0801989455541336	1.0794055552424764	0.00084	1.8e-05	0.999865	0.99922	0.9999265049999997	0.0	0.031751	0.999988	1.000000e+06
0.8	0.0009000000000000002	1.085971585374262	1.0849443566581334	0.000974	1.7e-05	0.999854	0.99911	0.9999228106621871	0.0	0.033629	0.999993	1.000000e+06
0.8	0.0010000000000000002	1.0875314688896902	1.0864717248762568	0.001081	2.6e-05	0.999844	0.99901	0.9999010268812496	0.0	0.033651	0.999982	1.000000e+06
