Anisotropy	Interaction coefficient	L/L0	Weight norm L/L0	Collisions	Backscattered	Front	Undeflected	Mass	Photons absorbed	TIR	Avg max z coordinate	Iterations
0.4	1e-05	1.0025030009748914	1.0025030009748914	9e-06	4e-07	0.9999954	0.999991	0.9999973	0.0	0.0008015	0.9999996	1.000000e+07
0.4	2e-05	1.0062317349698369	1.0062280609516787	2.15e-05	1.3e-06	0.9999886	0.9999788	0.999993195	0.0	0.0023284	0.9999987	1.000000e+07
0.4	3.0000000000000004e-05	1.0107932661651449	1.0107850097727342	3.08e-05	1.6e-06	0.9999813	0.9999696	0.999991385	0.0	0.0040015	0.9999984	1.000000e+07
0.4	4e-05	1.0125346052352648	1.0125308813557063	4.23e-05	2e-06	0.9999781	0.9999583	0.9999891849999998	0.0	0.0046171	0.9999981	1.000000e+07
0.4	5e-05	1.01714405165727	1.01713302403063	5.27e-05	2.6e-06	0.9999701	0.9999481	0.9999837702500001	0.0	0.0061551	0.9999974	1.000000e+07
0.4	6e-05	1.0181566977021337	1.0181359351383896	5.84e-05	4.2e-06	0.9999665	0.9999425	0.99998017	0.0	0.0068083	0.9999958	1.000000e+07
0.4	7.000000000000001e-05	1.022499111876787	1.0224734745609803	7.31e-05	2.9e-06	0.9999606	0.9999283	0.9999785549999999	0.0	0.0077994	0.9999972	1.000000e+07
0.4	8e-05	1.0242728581122766	1.0242499713635531	7.59e-05	4e-06	0.9999583	0.9999262	0.9999779400000002	0.0	0.0092395	0.9999964	1.000000e+07
0.4	9e-05	1.0283342652318632	1.028295913108997	9.39e-05	6.2e-06	0.9999492	0.9999086	0.99997313025	0.0	0.0102459	0.9999943	1.000000e+07
0.4	0.0001	1.031379416732074	1.03135563692158	9.9e-05	8e-06	0.999949	0.999903	0.99996495	0.0	0.010356	0.999991	1.000000e+06
0.4	0.0001	1.033567338551063	1.0334928247974422	0.000107	3e-06	0.999946	0.999899	0.99997175	0.0	0.013719	0.999997	1.000000e+06
0.4	0.0002	1.0668753604890029	1.0667508481183774	0.000216	1.1e-05	0.999884	0.999794	0.9999356525	0.0	0.024947	0.999989	1.000000e+06
0.4	0.00030000000000000003	1.1015040756253165	1.1011013952437871	0.000335	1.8e-05	0.999824	0.999687	0.9998982524999998	0.0	0.036268	0.999984	1.000000e+06
0.4	0.0004	1.1114397771210685	1.1107268352754294	0.000441	4.2e-05	0.999797	0.999611	0.9998746624999997	0.0	0.04034	0.999972	1.000000e+06
0.4	0.0005	1.146818051734231	1.1456815048859208	0.000574	4e-05	0.999739	0.9995	0.9998442220062496	0.0	0.053841	0.999966	1.000000e+06
0.4	0.0006000000000000001	1.1787152420758467	1.1770703274436551	0.000681	6e-05	0.999676	0.999418	0.9997936674999992	0.0	0.063128	0.9999519873269833	1.000000e+06
0.4	0.0007000000000000001	1.2102246501283076	1.2081284964413175	0.000822	6e-05	0.999639	0.999322	0.9997900996249993	0.0	0.076483	0.999962	1.000000e+06
0.4	0.0008000000000000001	1.2292242518258325	1.2264739142139043	0.000943	7.8e-05	0.999594	0.999242	0.999746787374999	0.0	0.08032	0.9999514543748861	1.000000e+06
0.4	0.0009000000000000002	1.2638231139650415	1.2606278919143754	0.001087	8.6e-05	0.99954	0.999133	0.9997376246249987	0.0	0.093513	0.9999442860863696	1.000000e+06
0.4	0.0010000000000000002	1.3213000513733992	1.3160336420770555	0.001345	9.1e-05	0.999468	0.998964	0.9996745035309359	0.0	0.108836	0.9999501439914855	1.000000e+06
0.4	0.001	1.327337845347387	1.3226445733538332	0.001385	0.000108	0.999445	0.998926	0.9996486229059366	0.0	0.117855	0.9999355286028021	1.000000e+06
