Anisotropy	Interaction coefficient	L/L0	Weight norm L/L0	Collisions	Backscattered	Front	Undeflected	Mass	Photons absorbed	TIR	Avg max z coordinate	Iterations
0.4	1e-05	1.003284206831422	1.0032826918420312	9.9e-06	9e-07	0.9999937	0.9999902	0.99999589	0.0	0.0011884	0.9999991	1.000000e+07
0.4	2e-05	1.0064689253180368	1.0064689253180368	2.09e-05	9e-07	0.9999887	0.9999791	0.9999934	0.0	0.002431	0.9999991	1.000000e+07
0.4	3.0000000000000004e-05	1.0100633290240837	1.0100531605594925	3.33e-05	2.7e-06	0.9999815	0.9999669	0.99998889	0.0	0.0039752	0.9999974	1.000000e+07
0.4	4e-05	1.0129427566420537	1.0129073666596906	4.17e-05	2.5e-06	0.9999769	0.9999593	0.9999878600000002	0.0	0.0049916	0.9999977	1.000000e+07
0.4	5e-05	1.0162798531763553	1.0162540525147308	5.05e-05	2.4e-06	0.9999719	0.9999506	0.9999845500000002	0.0	0.0059567	0.9999979	1.000000e+07
0.4	6e-05	1.0184439844713666	1.0184043481824074	6.26e-05	4.7e-06	0.9999663	0.9999386	0.9999808600000002	0.0	0.0067837	0.9999956	1.000000e+07
0.4	7.000000000000001e-05	1.0234391960321467	1.0233691960486402	7.32e-05	4.4e-06	0.9999588	0.9999288	0.9999772900000002	0.0	0.0084549	0.9999959	1.000000e+07
0.4	8e-05	1.02492078538252	1.0248429592163517	8.05e-05	4.6e-06	0.9999561	0.9999216	0.9999727100000001	0.0	0.0089124	0.999995699485526	1.000000e+07
0.4	9e-05	1.0276306625393876	1.0275697229820808	9.23e-05	5.2e-06	0.999951	0.99991	0.9999742000000001	0.0	0.0101448	0.9999954	1.000000e+07
0.4	0.0001	1.029787569353215	1.0297292045155568	8.9e-05	7e-06	0.999946	0.999912	0.999967	0.0	0.009785	0.999993	1.000000e+06
0.4	0.0001	1.0380446314321852	1.0378614247965003	0.000109	8e-06	0.999933	0.999895	0.9999637000000001	0.0	0.012965	0.999992	1.000000e+06
0.4	0.0002	1.0596665770187768	1.0591694170017334	0.000199	1e-05	0.999896	0.999812	0.99994221	0.0	0.0207	0.999991	1.000000e+06
0.4	0.00030000000000000003	1.098963192188637	1.0976717591740421	0.000323	2.1e-05	0.999828	0.999711	0.9998985000000002	0.0	0.03666	0.999981	1.000000e+06
0.4	0.0004	1.1355178541042812	1.1333748574793197	0.000442	2.2e-05	0.99978	0.999618	0.9998723590000005	0.0	0.049344	0.999983	1.000000e+06
0.4	0.0005	1.172570673796152	1.1694075306836653	0.000595	3.2e-05	0.99971	0.999498	0.9998221790000006	0.0	0.061418	0.999976692314057	1.000000e+06
0.4	0.0006000000000000001	1.169810840386025	1.1661464989840291	0.000627	5e-05	0.999712	0.999479	0.999822025100001	0.0	0.063235	0.999961	1.000000e+06
0.4	0.0007000000000000001	1.242991871635113	1.2377344321457713	0.000889	7.1e-05	0.999585	0.999289	0.9997492170000012	0.0	0.091227	0.999955	1.000000e+06
0.4	0.0008000000000000001	1.2657310408047802	1.258954104497073	0.001021	7.4e-05	0.999557	0.999185	0.9997326360000013	0.0	0.096312	0.999955263756912	1.000000e+06
0.4	0.0009000000000000002	1.2843440184870383	1.2769898395306993	0.001123	8.3e-05	0.999522	0.999097	0.9996964551000014	0.0	0.101927	0.999946	1.000000e+06
0.4	0.0010000000000000002	1.3026327221804443	1.2944900503410468	0.001319	0.000114	0.999461	0.998977	0.9996593540000023	0.0	0.107737	0.99993	1.000000e+06
0.4	0.001	1.3092312294072461	1.299781222408601	0.001347	0.000102	0.999478	0.998995	0.9996749302000022	0.0	0.105587	0.9999471215680205	1.000000e+06
0.4	0.002	1.5881596656432486	1.5540889797576225	0.003154	0.000294	0.999027	0.998027	0.9992962094200072	0.0	0.206208	0.9998806096905642	1.000000e+06
0.4	0.003	1.8156904359512518	1.748154284211021	0.005484	0.000586	0.998615	0.996991	0.9988914647717603	0.0	0.276265	0.9998012265615058	1.000000e+06
0.4	0.004	1.9707199035386818	1.8740560197172407	0.007883	0.000822	0.998428	0.996064	0.9986492816013581	0.0	0.332024	0.999759603200596	1.000000e+06
0.4	0.005	2.178610189184319	2.035182794226722	0.011001	0.001114	0.998108	0.995053	0.998223416165335	0.0	0.389673	0.9997376479181085	1.000000e+06
0.4	0.006	2.347433391338458	2.160406447515143	0.014255	0.001526	0.997732	0.993848	0.9977507299843086	0.0	0.461123	0.9996430777424676	1.000000e+06
0.4	0.007	2.4301391945057036	2.220974698077776	0.0171	0.00187	0.997493	0.992984	0.9973615260858023	0.0	0.477422	0.9995756411297799	1.000000e+06
0.4	0.008	2.4839323715761386	2.2461198469650068	0.019992	0.002225	0.997231	0.992058	0.9969833294738032	0.0	0.498198	0.9995580273734238	1.000000e+06
0.4	0.009000000000000001	2.492477956354418	2.2512259132288914	0.022255	0.002498	0.997025	0.991205	0.9966977949388195	0.0	0.495957	0.9994782975965204	1.000000e+06
0.4	0.010000000000000002	2.5417676767290356	2.279129829864639	0.025765	0.002927	0.996695	0.989977	0.996221840949132	0.0	0.504004	0.9993763341726972	1.000000e+06
0.4	0.01	2.5508923845559486	2.283442926508486	0.025681	0.002871	0.996756	0.990009	0.9962950480218197	0.0	0.51427	0.9994262223799774	1.000000e+06
0.4	0.02	2.717657800366521	2.379435508465829	0.054647	0.006248	0.993711	0.980014	0.9923199897199084	0.0	0.569739	0.9988362798284068	1.000000e+06
0.4	0.03	2.712250908566286	2.356341200692663	0.08182	0.00925	0.990747	0.97049	0.9886191041587488	0.0	0.569744	0.9981430732721205	1.000000e+06
0.4	0.04	2.712575201481386	2.3546376788951004	0.109108	0.01246	0.987538	0.960856	0.9847456517989377	0.0	0.571357	0.9975707247916646	1.000000e+06
0.4	0.05	2.713614129203981	2.345419940924438	0.136817	0.015646	0.984354	0.951285	0.9808701163370708	0.0	0.575742	0.9968971291547998	1.000000e+06
0.4	0.060000000000000005	2.713360456934935	2.3409921269528753	0.165032	0.018665	0.981335	0.941396	0.9770610430162608	0.0	0.579086	0.9961627681577657	1.000000e+06
0.4	0.07	2.716364362645387	2.3364028559197676	0.192599	0.021771	0.978229	0.932216	0.9732976998466388	0.0	0.57471	0.9955774828456543	1.000000e+06
0.4	0.08	2.7279307751946953	2.344464836199877	0.220782	0.024405	0.975595	0.922904	0.969740531724848	0.0	0.584232	0.994984942845095	1.000000e+06
0.4	0.09	2.697826269789721	2.3120978491240862	0.247019	0.027545	0.972455	0.914172	0.9659520739061337	0.0	0.573436	0.9941601555519016	1.000000e+06
0.4	0.09999999999999999	2.7183803133443623	2.3180573587914037	0.277002	0.03054	0.96946	0.905062	0.9621691744136546	0.0	0.582016	0.993666623722802	1.000000e+06
0.4	0.1	2.7121668195622752	2.3180249200144005	0.276559	0.03066	0.96934	0.904462	0.9620911011301776	0.0	0.578611	0.9936455598391484	1.000000e+06
0.4	0.2	2.709936128230106	2.261401109617141	0.560488	0.05959	0.94041	0.81836	0.9252833041676611	0.0	0.58788	0.9867203920219214	1.000000e+06
0.4	0.30000000000000004	2.702647268873823	2.2033011571273082	0.848077	0.086445	0.913555	0.741406	0.890491934882812	0.0	0.594117	0.9798066425871794	1.000000e+06
0.4	0.4	2.7203707867944105	2.1662418670040102	1.15006	0.11286	0.88714	0.670725	0.855503916060715	0.0	0.60788	0.972600037008547	1.000000e+06
0.4	0.5	2.728147676407798	2.1285386894720504	1.454148	0.137093	0.862907	0.606289	0.8222444210500129	0.0	0.615368	0.9654331223870707	1.000000e+06
0.4	0.6	2.7449677889186312	2.0923899064385845	1.768867	0.160241	0.839759	0.54858	0.790078785589927	0.0	0.625534	0.9581151582484103	1.000000e+06
0.4	0.7	2.753142475536595	2.055262356289593	2.083613	0.181954	0.818045	0.496594	0.759198550102037	1e-06	0.633678	0.9507792342823145	1.000000e+06
0.4	0.7999999999999999	2.7707836987683225	2.0238869672617303	2.406617	0.202244	0.797756	0.448949	0.7295795430268027	0.0	0.641577	0.9436120606842431	1.000000e+06
