-1	0.001	0.9998999290575699	0.9998999290575699	0.9985	0.0015	0.9985	0.0015
-1	0.002	1.0002793069890907	1.0002793069890907	0.9978	0.0022	0.9978	0.0022
-1	0.003	0.9997917701101363	0.9997917701101363	0.9971	0.0029	0.9971	0.0029
-1	0.004	1.0000970242241605	1.0000970242241605	0.9951	0.0049	0.9951	0.0049
-1	0.005	1.0001243636155919	1.0001243636155919	0.9962	0.0038	0.9962	0.0038
-1	0.006	1.0004607904096336	1.0004607904096336	0.9932	0.0068	0.9932	0.0068
-1	0.007	0.9998177198148136	0.9998177198148136	0.9953	0.0047	0.9953	0.0047
-1	0.008	1.0002173044195828	1.0002173044195828	0.9915	0.0085	0.9915	0.0085
-1	0.009	1.0008078276207086	1.0008078276207086	0.9916	0.0084	0.9916	0.0084
-1	0.01	1.000817180851215	1.000817180851215	0.9894	0.0106	0.9894	0.0106
-1	0.02	0.9995129751373646	0.9995129751373646	0.9812	0.0188	0.9812	0.0188
-1	0.03	1.0002647963418152	1.0002677497068402	0.9699	0.0301	0.9697	0.0305
-1	0.04	0.9997552694739889	0.999794035986428	0.9629	0.0371	0.9622	0.0385
-1	0.05	1.0000126418559558	1.00006757247094	0.9509	0.0491	0.9501	0.0509
-1	0.06	0.9999263122324886	1.0000254543659703	0.9407	0.0593	0.9387	0.0633
-1	0.07	1.0007419918225486	1.0008831651785466	0.9336	0.0664	0.9318	0.071
-1	0.08	0.999161727121599	0.9992994844928728	0.9256	0.0744	0.9234	0.0792
-1	0.09	1.0013896284644408	1.0015702014370411	0.9175	0.0825	0.9138	0.0899
-1	0.1	1.0016377473760143	1.0018443150525236	0.9122	0.0878	0.9088	0.0952
-1	0.2	0.9978764898337564	0.9986908781560413	0.8444	0.1556	0.8322	0.184
-1	0.3	1.003503410063288	1.0057719226871686	0.7726	0.2274	0.7435	0.2984
-1	0.4	0.9984236323208483	1.002002581986119	0.7153	0.2847	0.6724	0.3979
-1	0.5	0.9926232425966309	0.9977936311824064	0.6654	0.3346	0.6064	0.4958
-1	0.6	0.9973512518952293	1.0052162438852155	0.6283	0.3717	0.5518	0.5979
-1	0.7	0.9932484861482577	1.0038301080756564	0.6014	0.3986	0.5043	0.7038
-1	0.8	0.9885482930241926	1.0012839578256254	0.5686	0.4314	0.4622	0.779
-1	0.9	0.9846491065547583	1.0011353650476158	0.5227	0.4773	0.4035	0.9077
-1	1.0	0.9714909651729288	0.9906713270600167	0.4953	0.5047	0.365	0.9987
-1	2.0	0.9418660745949468	1.0050190972231936	0.3453	0.6547	0.1406	2.0015
-1	3.0	0.8867151454226084	1.0069216009994244	0.248	0.752	0.0494	3.0486
-1	4.0	0.8216546456410199	0.9987623190678568	0.1989	0.8011	0.0188	4.0337
-1	5.0	0.7681319262565347	1.004970453407414	0.1702	0.8298	0.0086	5.0168
-1	6.0	0.7156484818821132	1.020768626467068	0.1436	0.8564	0.0025	6.1204
-1	7.0	0.6393871074431343	0.9774303341939296	0.1166	0.8834	0.0005	6.8624
-1	8.0	0.6033836814606247	1.0009907488803547	0.1132	0.8865	0.0004	7.9989
-1	9.0	0.5587545874133294	1.0109515921987917	0.0974	0.9015	0.0003	9.1419
-1	10.0	0.5154124063773222	0.98311561994958	0.0894	0.9089	0.0	9.8559
-1	20.0	0.2746681291065566	0.8160076320781473	0.0262	0.933	0.0	16.3376
-1	30.0	0.1866192239067455	0.6014239734282015	0.0052	0.93	0.0	18.0599
-1	40.0	0.13959023491518135	0.457593306252475	0.0002	0.9308	0.0	18.3395
-1	50.0	0.1126264523818824	0.36611541565275246	0.0001	0.9302	0.0	18.264
-1	60.0	0.09231663488933452	0.304084182214247	0.0	0.9299	0.0	18.2394
-1	70.0	0.08031823020113836	0.2612113285912091	0.0	0.9316	0.0	18.2337
-1	80.0	0.06971866582946602	0.22370733425267744	0.0	0.9333	0.0	17.8625
-1	90.0	0.06138203558046986	0.19843171679053395	0.0	0.9332	0.0	17.8159
-1	100.0	0.05517374925492778	0.18003470431323496	0.0	0.9297	0.0	17.9712
-0.5	0.001	1.0008379094931121	1.0008379094931121	0.9994	0.0006	0.9993	0.0007
-0.5	0.002	1.004020792369002	1.004020792369002	0.9989	0.0011	0.9985	0.0015
-0.5	0.003	1.0024357748604422	1.0024357748604422	0.9974	0.0026	0.997	0.003
-0.5	0.004	1.0047460561372163	1.0047460561372163	0.9972	0.0028	0.9962	0.0038
-0.5	0.005	1.0052229235845498	1.005417684606667	0.9956	0.0044	0.9945	0.0057
-0.5	0.006	1.0130266830893997	1.0130266830893997	0.9948	0.0052	0.9933	0.0067
-0.5	0.007	1.0054847233528141	1.0054847233528141	0.9936	0.0064	0.9926	0.0074
-0.5	0.008	1.0076414037648187	1.0077936180933345	0.9934	0.0066	0.9919	0.0082
-0.5	0.009	1.010803320169991	1.0110390667080047	0.9931	0.0069	0.9915	0.0088
-0.5	0.01	1.0099708022379859	1.010025540085969	0.9907	0.0093	0.989	0.0111
-0.5	0.02	1.0295678267842443	1.0301697494905637	0.9826	0.0174	0.9791	0.0216
-0.5	0.03	1.039842193002595	1.0409525043220522	0.975	0.025	0.9695	0.0324
-0.5	0.04	1.046294889804332	1.04719296501159	0.9688	0.0312	0.9613	0.0415
-0.5	0.05	1.0380081371619776	1.0387968856114722	0.9598	0.0402	0.9513	0.052
-0.5	0.06	1.0570041860918669	1.0586601866820584	0.9548	0.0452	0.9432	0.0619
-0.5	0.07	1.075346767760878	1.0771672509007144	0.9424	0.0576	0.9288	0.078
